surface,module,identifier,title,status,source_file,notes
墨刀原型,组局主流程,rbpVMQbOj0Yrou7RF,组局主流程 / 评价页面 / 再玩一局推荐页,已归档 PT 数据,docs/prototype-pt-20260719/README.md,元素数:100; 375x812pt
墨刀原型,组局主流程,rbpVMQbS1o1vmcio5,组局主流程 / 评价页面 / 同局好友再玩一局确认页,已归档 PT 数据,docs/prototype-pt-20260719/README.md,元素数:121; 375x812pt
墨刀原型,组局主流程,rbpVMQbVM5V3C9lJg,组局主流程 / 评价页面 / 系统推荐适配组局页,已归档 PT 数据,docs/prototype-pt-20260719/README.md,元素数:220; 375x812pt
墨刀原型,组局主流程,rbpVG9nyvViQNuAgw,组局主流程 / 交付确认页,已归档 PT 数据,docs/prototype-pt-20260719/README.md,元素数:345; 375x812pt
墨刀原型,组局主流程,rbpVGAwrA847B8W4N,组局主流程 / 领路人发起邀请页,已归档 PT 数据,docs/prototype-pt-20260719/README.md,元素数:477; 375x812pt
墨刀原型,组局主流程,rbpVFiElZPe6aqwj0,组局主流程 / 交付操作页,已归档 PT 数据,docs/prototype-pt-20260719/README.md,元素数:45; 375x812pt
墨刀原型,组局主流程,rbpVJ1xyHBI8P3ZK6,组局主流程 / 局前大厅,已归档 PT 数据,docs/prototype-pt-20260719/README.md,元素数:421; 375x812pt
墨刀原型,顶层,rbpVKh0hIsrlUvh6E,顶层 / 邀请注册,已归档 PT 数据,docs/prototype-pt-20260719/README.md,元素数:0; 375x812pt
墨刀原型,邀请注册,rbpVLeQ5JmcyvOq5u,邀请注册 / 新用户邀请注册登录,已归档 PT 数据,docs/prototype-pt-20260719/README.md,元素数:204; 375x812pt
墨刀原型,邀请注册,rbpVLeQA1W2NFnftA,邀请注册 / 已注册用户登录,已归档 PT 数据,docs/prototype-pt-20260719/README.md,元素数:185; 375x812pt
墨刀原型,邀请注册,rbpVLeQAbZ6l5DEXL,邀请注册 / 忘记密码找回,已归档 PT 数据,docs/prototype-pt-20260719/README.md,元素数:80; 375x812pt
墨刀原型,顶层,sl9w79qkTtCZ4Vtka6qDNq,顶层 / 我的,已归档 PT 数据,docs/prototype-pt-20260719/README.md,元素数:2197; 375x812pt
墨刀原型,我的,rbpVFiQuOriYNNHMj,我的 / 母版,已归档 PT 数据,docs/prototype-pt-20260719/README.md,元素数:124; 375x812pt
墨刀原型,我的,rbpVG9tHRq5qVkIhh,我的 / 会员中心,已归档 PT 数据,docs/prototype-pt-20260719/README.md,元素数:270; 375x812pt
墨刀原型,我的,rbpVMU5E3ygiFHXaY,我的 / 足迹中心,已归档 PT 数据,docs/prototype-pt-20260719/README.md,元素数:4; 375x812pt
墨刀原型,我的,rbpVMU5IQCNhC984V,我的 / 足迹中心 / 我的城市故事,已归档 PT 数据,docs/prototype-pt-20260719/README.md,元素数:4; 375x812pt
墨刀原型,我的,rbpVFhSVzsIaBGKCJ,我的 / 足迹中心 / 我的成就墙,已归档 PT 数据,docs/prototype-pt-20260719/README.md,元素数:178; 375x812pt
墨刀原型,我的,rbpVMU5UyTrd75Zcf,我的 / 系统管理,已归档 PT 数据,docs/prototype-pt-20260719/README.md,元素数:0; 375x812pt
墨刀原型,我的,rbpVMU6C8OyV7bhvu,我的 / 系统管理 / 我的资料,已归档 PT 数据,docs/prototype-pt-20260719/README.md,元素数:132; 375x812pt
墨刀原型,我的,rbpVMU6Fl6m63YHQb,我的 / 系统管理 / 信用中心,已归档 PT 数据,docs/prototype-pt-20260719/README.md,元素数:117; 375x812pt
墨刀原型,我的,rbpVMXq8S43dKj4d6,我的 / 系统管理 / 信用中心 / 信用申诉页,已归档 PT 数据,docs/prototype-pt-20260719/README.md,元素数:79; 375x812pt
墨刀原型,我的,rbpVMU6JYCtR2I8hX,我的 / 系统管理 / 举报中心,已归档 PT 数据,docs/prototype-pt-20260719/README.md,元素数:83; 375x812pt
墨刀原型,我的,rbpVMY2mnvk7IIIJW,我的 / 系统管理 / 举报中心 / 我的申诉,已归档 PT 数据,docs/prototype-pt-20260719/README.md,元素数:87; 375x812pt
墨刀原型,我的,rbpVMY2tpPfv7gAZQ,我的 / 系统管理 / 举报中心 / 查看处理记录页,已归档 PT 数据,docs/prototype-pt-20260719/README.md,元素数:136; 375x812pt
墨刀原型,我的,rbpVMY78YLKV8YWlr,我的 / 系统管理 / 举报中心 / 举报详情页,已归档 PT 数据,docs/prototype-pt-20260719/README.md,元素数:127; 375x812pt
墨刀原型,我的,rbpVMY7AtsNY8fZeP,我的 / 系统管理 / 举报中心 / 申诉详情页,已归档 PT 数据,docs/prototype-pt-20260719/README.md,元素数:117; 375x812pt
墨刀原型,我的,rbpVMY7I0CvO79mDQ,我的 / 系统管理 / 举报中心 / 处理记录详情页,已归档 PT 数据,docs/prototype-pt-20260719/README.md,元素数:132; 375x812pt
墨刀原型,我的,rbpVMU6NBr8VEcb4A,我的 / 系统管理 / 签署协议,已归档 PT 数据,docs/prototype-pt-20260719/README.md,元素数:48; 375x812pt
墨刀原型,我的,rbpVMXv13u5MUlrr4,我的 / 系统管理 / 签署协议 / 协议详情弹窗,已归档 PT 数据,docs/prototype-pt-20260719/README.md,元素数:80; 375x812pt
墨刀原型,我的,rbpVMU6Ri5n9ABKcX,我的 / 系统管理 / 建议反馈,已归档 PT 数据,docs/prototype-pt-20260719/README.md,元素数:116; 375x812pt
墨刀原型,我的,rbpVMXjpUmOEsI6XL,我的 / 系统管理 / 建议反馈 / 反馈记录,已归档 PT 数据,docs/prototype-pt-20260719/README.md,元素数:78; 375x812pt
墨刀原型,我的,rbpVMXjuO4nVzI3LA,我的 / 系统管理 / 建议反馈 / 反馈详情页,已归档 PT 数据,docs/prototype-pt-20260719/README.md,元素数:70; 375x812pt
墨刀原型,我的,rbpVMXjxOF9BJQpdm,我的 / 系统管理 / 建议反馈 / 快捷反馈弹窗页,已归档 PT 数据,docs/prototype-pt-20260719/README.md,元素数:45; 375x812pt
墨刀原型,我的,rbpVMXk0BnCTlA5i5,我的 / 系统管理 / 建议反馈 / 反馈成功页,已归档 PT 数据,docs/prototype-pt-20260719/README.md,元素数:99; 375x812pt
墨刀原型,我的,rbpVMU6bjYrmWMsnN,我的 / 系统管理 / 系统设置,已归档 PT 数据,docs/prototype-pt-20260719/README.md,元素数:4; 375x812pt
墨刀原型,我的,rbpVMZhoHu6IdAPZA,我的 / 系统管理 / 系统设置 / 系统设置主页,已归档 PT 数据,docs/prototype-pt-20260719/README.md,元素数:115; 375x812pt
墨刀原型,我的,rbpVMW4KaaCmhratz,我的 / 系统管理 / 技能配置,已归档 PT 数据,docs/prototype-pt-20260719/README.md,元素数:426; 375x812pt
墨刀原型,我的,rbpVMW4ONBLPWSD4M,我的 / 系统管理 / 屏蔽设置,已归档 PT 数据,docs/prototype-pt-20260719/README.md,元素数:119; 375x812pt
墨刀原型,我的,rbpVMWlJiCV1hLtz8,我的 / 系统管理 / 屏蔽设置 / 保护模式设置页,已归档 PT 数据,docs/prototype-pt-20260719/README.md,元素数:112; 375x812pt
墨刀原型,我的,rbpVMWnaJFWjYvN6O,我的 / 系统管理 / 屏蔽设置 / 分场景配置页,已归档 PT 数据,docs/prototype-pt-20260719/README.md,元素数:154; 375x812pt
墨刀原型,我的,rbpVMWpQg8mbB5F84,我的 / 系统管理 / 屏蔽设置 / 白名单设置页,已归档 PT 数据,docs/prototype-pt-20260719/README.md,元素数:163; 375x812pt
墨刀原型,我的,rbpVMWqDX0w9FpNiE,我的 / 系统管理 / 屏蔽设置 / 保护期续期页,已归档 PT 数据,docs/prototype-pt-20260719/README.md,元素数:60; 375x812pt
墨刀原型,我的,rbpVMXQAveYUBKCjz,我的 / 系统管理 / 屏蔽设置 / 用户屏蔽,已归档 PT 数据,docs/prototype-pt-20260719/README.md,元素数:250; 375x812pt
墨刀原型,我的,rbpVMXQGKkTEygrFj,我的 / 系统管理 / 屏蔽设置 / 关键词屏蔽,已归档 PT 数据,docs/prototype-pt-20260719/README.md,元素数:141; 375x812pt
墨刀原型,我的,rbpVMU5Xr6EdHTb5R,我的 / 服务中心,已归档 PT 数据,docs/prototype-pt-20260719/README.md,元素数:0; 375x812pt
墨刀原型,我的,rbpVMU4NjgyjM03AR,我的 / 服务中心 / 组局管理,已归档 PT 数据,docs/prototype-pt-20260719/README.md,元素数:0; 375x812pt
墨刀原型,我的,rbpVMTtamztvbQ58T,我的 / 服务中心 / 组局管理 / 评价管理,已归档 PT 数据,docs/prototype-pt-20260719/README.md,元素数:258; 375x812pt
墨刀原型,我的,rbpVMU4T4W6tXN6Jg,我的 / 服务中心 / 我的邀请,已归档 PT 数据,docs/prototype-pt-20260719/README.md,元素数:114; 375x812pt
墨刀原型,我的,rbpVMU4LV1EPJVPo0,我的 / 服务中心 / 我的组局,已归档 PT 数据,docs/prototype-pt-20260719/README.md,元素数:106; 375x812pt
墨刀原型,我的,rbpVMU5kBrAlHZSOl,我的 / 资产中心,已归档 PT 数据,docs/prototype-pt-20260719/README.md,元素数:0; 375x812pt
墨刀原型,我的,rbpVMU4jSNOe0FVRk,我的 / 资产中心 / 资产管理,已归档 PT 数据,docs/prototype-pt-20260719/README.md,元素数:140; 375x812pt
墨刀原型,我的,rbpVMU59i2Od5BKsZ,我的 / 资产中心 / 积分商城,已归档 PT 数据,docs/prototype-pt-20260719/README.md,元素数:4; 375x812pt
墨刀原型,我的,rbpVMU56G5BlMVxS1,我的 / 资产中心 / 我的积分,已归档 PT 数据,docs/prototype-pt-20260719/README.md,元素数:185; 375x812pt
墨刀原型,我的,rbpVMU63drrcdKrXt,我的 / 资产中心 / 押金中心,已归档 PT 数据,docs/prototype-pt-20260719/README.md,元素数:4; 375x812pt
墨刀原型,我的,rbpVMU6WBoYq25Lip,我的 / 资产中心 / 开票中心,已归档 PT 数据,docs/prototype-pt-20260719/README.md,元素数:4; 375x812pt
墨刀原型,我的,rbpVMU8v45uUxpjIE,我的 / 个人中心,已归档 PT 数据,docs/prototype-pt-20260719/README.md,元素数:298; 375x812pt
墨刀原型,顶层,rbpVM7tSbhQoEVKSf,顶层 / 发起组局,已归档 PT 数据,docs/prototype-pt-20260719/README.md,元素数:237; 375x812pt
墨刀原型,顶层,rbpVHu7ovAlnGQ1X9,顶层 / 角色申请,已归档 PT 数据,docs/prototype-pt-20260719/README.md,元素数:1; 375x812pt
墨刀原型,顶层,rbpVJTnRsWbZ2uucy,顶层 / 企业认证,已归档 PT 数据,docs/prototype-pt-20260719/README.md,元素数:133; 375x812pt
墨刀原型,顶层,rbpVJTozah2XU4TEG,顶层 / 身份认证,已归档 PT 数据,docs/prototype-pt-20260719/README.md,元素数:1; 375x812pt
墨刀原型,顶层,rbpVJTlrgXNR21bi,顶层 / 画布 3,已归档 PT 数据,docs/prototype-pt-20260719/README.md,元素数:0; 375x812pt
墨刀原型,顶层,rbpVJQ64o9qM3Zzsh,顶层 / 画布 1,已归档 PT 数据,docs/prototype-pt-20260719/README.md,元素数:113; 375x812pt
墨刀原型,顶层,rbpVMQSgWuBG846KJ,顶层 / 画布 1,已归档 PT 数据,docs/prototype-pt-20260719/README.md,元素数:4; 375x812pt
墨刀原型,顶层,rbpVJTlSPnDauFkXF,顶层 / 画布 3,已归档 PT 数据,docs/prototype-pt-20260719/README.md,元素数:793; 375x812pt
